utc_timestamp,cet_cest_timestamp,DE_solar_generation_actual,DE_wind_generation_actual
2015-12-31T23:00:00Z,2016-01-01T00:00:00+0100,0,8647
2016-01-01T00:00:00Z,2016-01-01T01:00:00+0100,0,8579
2016-01-01T01:00:00Z,2016-01-01T02:00:00+0100,0,8542
2016-01-01T02:00:00Z,2016-01-01T03:00:00+0100,0,8443
2016-01-01T03:00:00Z,2016-01-01T04:00:00+0100,0,8295
2016-01-01T04:00:00Z,2016-01-01T05:00:00+0100,0,7319
2016-01-01T05:00:00Z,2016-01-01T06:00:00+0100,0,6574
2016-01-01T06:00:00Z,2016-01-01T07:00:00+0100,0,5624
2016-01-01T07:00:00Z,2016-01-01T08:00:00+0100,137,4644
2016-01-01T08:00:00Z,2016-01-01T09:00:00+0100,964,3733
2016-01-01T09:00:00Z,2016-01-01T10:00:00+0100,2522,2776
2016-01-01T10:00:00Z,2016-01-01T11:00:00+0100,3767,1830
2016-01-01T11:00:00Z,2016-01-01T12:00:00+0100,4121,1287
2016-01-01T12:00:00Z,2016-01-01T13:00:00+0100,3717,789
2016-01-01T13:00:00Z,2016-01-01T14:00:00+0100,2442,495
2016-01-01T14:00:00Z,2016-01-01T15:00:00+0100,841,405
2016-01-01T15:00:00Z,2016-01-01T16:00:00+0100,51,665
2016-01-01T16:00:00Z,2016-01-01T17:00:00+0100,0,1299
2016-01-01T17:00:00Z,2016-01-01T18:00:00+0100,0,2147
2016-01-01T18:00:00Z,2016-01-01T19:00:00+0100,0,3372
2016-01-01T19:00:00Z,2016-01-01T20:00:00+0100,0,4383
2016-01-01T20:00:00Z,2016-01-01T21:00:00+0100,0,5409
2016-01-01T21:00:00Z,2016-01-01T22:00:00+0100,0,6180
2016-01-01T22:00:00Z,2016-01-01T23:00:00+0100,0,6958
2016-01-01T23:00:00Z,2016-01-02T00:00:00+0100,0,7461
2016-01-02T00:00:00Z,2016-01-02T01:00:00+0100,0,8763
2016-01-02T01:00:00Z,2016-01-02T02:00:00+0100,0,10715
2016-01-02T02:00:00Z,2016-01-02T03:00:00+0100,0,11949
2016-01-02T03:00:00Z,2016-01-02T04:00:00+0100,0,13451
2016-01-02T04:00:00Z,2016-01-02T05:00:00+0100,0,14639
2016-01-02T05:00:00Z,2016-01-02T06:00:00+0100,0,15480
2016-01-02T06:00:00Z,2016-01-02T07:00:00+0100,0,16063
2016-01-02T07:00:00Z,2016-01-02T08:00:00+0100,106,16588
2016-01-02T08:00:00Z,2016-01-02T09:00:00+0100,593,17324
2016-01-02T09:00:00Z,2016-01-02T10:00:00+0100,1341,17888
2016-01-02T10:00:00Z,2016-01-02T11:00:00+0100,1865,18265
2016-01-02T11:00:00Z,2016-01-02T12:00:00+0100,2043,18329
2016-01-02T12:00:00Z,2016-01-02T13:00:00+0100,1869,18394
2016-01-02T13:00:00Z,2016-01-02T14:00:00+0100,1177,18539
2016-01-02T14:00:00Z,2016-01-02T15:00:00+0100,382,18754
2016-01-02T15:00:00Z,2016-01-02T16:00:00+0100,27,19192
2016-01-02T16:00:00Z,2016-01-02T17:00:00+0100,0,19913
2016-01-02T17:00:00Z,2016-01-02T18:00:00+0100,0,20215
2016-01-02T18:00:00Z,2016-01-02T19:00:00+0100,0,20107
2016-01-02T19:00:00Z,2016-01-02T20:00:00+0100,0,19693
2016-01-02T20:00:00Z,2016-01-02T21:00:00+0100,0,19202
2016-01-02T21:00:00Z,2016-01-02T22:00:00+0100,0,18460
2016-01-02T22:00:00Z,2016-01-02T23:00:00+0100,0,18772
2016-01-02T23:00:00Z,2016-01-03T00:00:00+0100,0,18924
2016-01-03T00:00:00Z,2016-01-03T01:00:00+0100,0,18597
2016-01-03T01:00:00Z,2016-01-03T02:00:00+0100,0,18600
2016-01-03T02:00:00Z,2016-01-03T03:00:00+0100,0,18440
2016-01-03T03:00:00Z,2016-01-03T04:00:00+0100,0,18281
2016-01-03T04:00:00Z,2016-01-03T05:00:00+0100,0,18302
2016-01-03T05:00:00Z,2016-01-03T06:00:00+0100,0,18423
2016-01-03T06:00:00Z,2016-01-03T07:00:00+0100,0,18189
2016-01-03T07:00:00Z,2016-01-03T08:00:00+0100,66,17751
2016-01-03T08:00:00Z,2016-01-03T09:00:00+0100,638,17202
2016-01-03T09:00:00Z,2016-01-03T10:00:00+0100,1648,16685
2016-01-03T10:00:00Z,2016-01-03T11:00:00+0100,2621,15632
2016-01-03T11:00:00Z,2016-01-03T12:00:00+0100,3051,14568
2016-01-03T12:00:00Z,2016-01-03T13:00:00+0100,2909,14358
2016-01-03T13:00:00Z,2016-01-03T14:00:00+0100,1880,14313
2016-01-03T14:00:00Z,2016-01-03T15:00:00+0100,658,14881
2016-01-03T15:00:00Z,2016-01-03T16:00:00+0100,48,15377
2016-01-03T16:00:00Z,2016-01-03T17:00:00+0100,0,16306
2016-01-03T17:00:00Z,2016-01-03T18:00:00+0100,0,17294
2016-01-03T18:00:00Z,2016-01-03T19:00:00+0100,0,17648
2016-01-03T19:00:00Z,2016-01-03T20:00:00+0100,0,17745
2016-01-03T20:00:00Z,2016-01-03T21:00:00+0100,0,17589
2016-01-03T21:00:00Z,2016-01-03T22:00:00+0100,0,16955
2016-01-03T22:00:00Z,2016-01-03T23:00:00+0100,0,16746
2016-01-03T23:00:00Z,2016-01-04T00:00:00+0100,0,16415
2016-01-04T00:00:00Z,2016-01-04T01:00:00+0100,0,15686
2016-01-04T01:00:00Z,2016-01-04T02:00:00+0100,0,15040
2016-01-04T02:00:00Z,2016-01-04T03:00:00+0100,0,14409
2016-01-04T03:00:00Z,2016-01-04T04:00:00+0100,0,13622
2016-01-04T04:00:00Z,2016-01-04T05:00:00+0100,0,13175
2016-01-04T05:00:00Z,2016-01-04T06:00:00+0100,0,13284
2016-01-04T06:00:00Z,2016-01-04T07:00:00+0100,0,13091
2016-01-04T07:00:00Z,2016-01-04T08:00:00+0100,71,12873
2016-01-04T08:00:00Z,2016-01-04T09:00:00+0100,533,12205
2016-01-04T09:00:00Z,2016-01-04T10:00:00+0100,1350,11459
2016-01-04T10:00:00Z,2016-01-04T11:00:00+0100,1998,10581
2016-01-04T11:00:00Z,2016-01-04T12:00:00+0100,2231,10173
2016-01-04T12:00:00Z,2016-01-04T13:00:00+0100,2005,9772
2016-01-04T13:00:00Z,2016-01-04T14:00:00+0100,1298,9754
2016-01-04T14:00:00Z,2016-01-04T15:00:00+0100,536,10015
2016-01-04T15:00:00Z,2016-01-04T16:00:00+0100,58,10293
2016-01-04T16:00:00Z,2016-01-04T17:00:00+0100,0,10920
2016-01-04T17:00:00Z,2016-01-04T18:00:00+0100,0,11096
2016-01-04T18:00:00Z,2016-01-04T19:00:00+0100,0,10861
2016-01-04T19:00:00Z,2016-01-04T20:00:00+0100,0,10690
2016-01-04T20:00:00Z,2016-01-04T21:00:00+0100,0,10284
2016-01-04T21:00:00Z,2016-01-04T22:00:00+0100,0,9974
2016-01-04T22:00:00Z,2016-01-04T23:00:00+0100,0,9675
2016-01-04T23:00:00Z,2016-01-05T00:00:00+0100,0,9529
2016-01-05T00:00:00Z,2016-01-05T01:00:00+0100,0,9304
2016-01-05T01:00:00Z,2016-01-05T02:00:00+0100,0,9205
2016-01-05T02:00:00Z,2016-01-05T03:00:00+0100,0,9191
2016-01-05T03:00:00Z,2016-01-05T04:00:00+0100,0,9259
2016-01-05T04:00:00Z,2016-01-05T05:00:00+0100,0,9387
2016-01-05T05:00:00Z,2016-01-05T06:00:00+0100,0,9378
2016-01-05T06:00:00Z,2016-01-05T07:00:00+0100,0,9323
2016-01-05T07:00:00Z,2016-01-05T08:00:00+0100,75,9250
2016-01-05T08:00:00Z,2016-01-05T09:00:00+0100,603,9086
2016-01-05T09:00:00Z,2016-01-05T10:00:00+0100,1670,8797
2016-01-05T10:00:00Z,2016-01-05T11:00:00+0100,2497,8369
2016-01-05T11:00:00Z,2016-01-05T12:00:00+0100,2937,8087
2016-01-05T12:00:00Z,2016-01-05T13:00:00+0100,2423,7892
2016-01-05T13:00:00Z,2016-01-05T14:00:00+0100,1610,7972
2016-01-05T14:00:00Z,2016-01-05T15:00:00+0100,673,8053
2016-01-05T15:00:00Z,2016-01-05T16:00:00+0100,62,8113
2016-01-05T16:00:00Z,2016-01-05T17:00:00+0100,0,8368
2016-01-05T17:00:00Z,2016-01-05T18:00:00+0100,0,8622
2016-01-05T18:00:00Z,2016-01-05T19:00:00+0100,0,8527
2016-01-05T19:00:00Z,2016-01-05T20:00:00+0100,0,8410
2016-01-05T20:00:00Z,2016-01-05T21:00:00+0100,0,8185
2016-01-05T21:00:00Z,2016-01-05T22:00:00+0100,0,8000
2016-01-05T22:00:00Z,2016-01-05T23:00:00+0100,0,7967
2016-01-05T23:00:00Z,2016-01-06T00:00:00+0100,0,7723
2016-01-06T00:00:00Z,2016-01-06T01:00:00+0100,0,7566
2016-01-06T01:00:00Z,2016-01-06T02:00:00+0100,0,7263
2016-01-06T02:00:00Z,2016-01-06T03:00:00+0100,0,7212
2016-01-06T03:00:00Z,2016-01-06T04:00:00+0100,0,7163
2016-01-06T04:00:00Z,2016-01-06T05:00:00+0100,0,7366
2016-01-06T05:00:00Z,2016-01-06T06:00:00+0100,0,7207
2016-01-06T06:00:00Z,2016-01-06T07:00:00+0100,0,7265
2016-01-06T07:00:00Z,2016-01-06T08:00:00+0100,127,7169
2016-01-06T08:00:00Z,2016-01-06T09:00:00+0100,769,6806
2016-01-06T09:00:00Z,2016-01-06T10:00:00+0100,1817,6635
2016-01-06T10:00:00Z,2016-01-06T11:00:00+0100,2721,6272
2016-01-06T11:00:00Z,2016-01-06T12:00:00+0100,2820,5671
2016-01-06T12:00:00Z,2016-01-06T13:00:00+0100,2325,5345
2016-01-06T13:00:00Z,2016-01-06T14:00:00+0100,1463,5177
2016-01-06T14:00:00Z,2016-01-06T15:00:00+0100,509,5347
2016-01-06T15:00:00Z,2016-01-06T16:00:00+0100,40,5586
2016-01-06T16:00:00Z,2016-01-06T17:00:00+0100,0,6018
2016-01-06T17:00:00Z,2016-01-06T18:00:00+0100,0,6241
2016-01-06T18:00:00Z,2016-01-06T19:00:00+0100,0,6465
2016-01-06T19:00:00Z,2016-01-06T20:00:00+0100,0,6603
2016-01-06T20:00:00Z,2016-01-06T21:00:00+0100,0,6434
2016-01-06T21:00:00Z,2016-01-06T22:00:00+0100,0,6437
2016-01-06T22:00:00Z,2016-01-06T23:00:00+0100,0,6372
2016-01-06T23:00:00Z,2016-01-07T00:00:00+0100,0,6419
2016-01-07T00:00:00Z,2016-01-07T01:00:00+0100,0,6508
2016-01-07T01:00:00Z,2016-01-07T02:00:00+0100,0,6713
2016-01-07T02:00:00Z,2016-01-07T03:00:00+0100,0,6942
2016-01-07T03:00:00Z,2016-01-07T04:00:00+0100,0,7062
2016-01-07T04:00:00Z,2016-01-07T05:00:00+0100,0,7097
2016-01-07T05:00:00Z,2016-01-07T06:00:00+0100,0,7574
2016-01-07T06:00:00Z,2016-01-07T07:00:00+0100,0,8400
2016-01-07T07:00:00Z,2016-01-07T08:00:00+0100,150,9167
2016-01-07T08:00:00Z,2016-01-07T09:00:00+0100,1205,10483
2016-01-07T09:00:00Z,2016-01-07T10:00:00+0100,2839,11005
2016-01-07T10:00:00Z,2016-01-07T11:00:00+0100,3898,10906
2016-01-07T11:00:00Z,2016-01-07T12:00:00+0100,3342,10984
2016-01-07T12:00:00Z,2016-01-07T13:00:00+0100,1981,11398
2016-01-07T13:00:00Z,2016-01-07T14:00:00+0100,913,12437
2016-01-07T14:00:00Z,2016-01-07T15:00:00+0100,282,13858
2016-01-07T15:00:00Z,2016-01-07T16:00:00+0100,26,15102
2016-01-07T16:00:00Z,2016-01-07T17:00:00+0100,0,16114
2016-01-07T17:00:00Z,2016-01-07T18:00:00+0100,0,17594
2016-01-07T18:00:00Z,2016-01-07T19:00:00+0100,0,18522
2016-01-07T19:00:00Z,2016-01-07T20:00:00+0100,0,19609
2016-01-07T20:00:00Z,2016-01-07T21:00:00+0100,0,20733
2016-01-07T21:00:00Z,2016-01-07T22:00:00+0100,0,21372
2016-01-07T22:00:00Z,2016-01-07T23:00:00+0100,0,21563
2016-01-07T23:00:00Z,2016-01-08T00:00:00+0100,0,22456
2016-01-08T00:00:00Z,2016-01-08T01:00:00+0100,0,22810
2016-01-08T01:00:00Z,2016-01-08T02:00:00+0100,0,22868
2016-01-08T02:00:00Z,2016-01-08T03:00:00+0100,0,23458
2016-01-08T03:00:00Z,2016-01-08T04:00:00+0100,0,23700
2016-01-08T04:00:00Z,2016-01-08T05:00:00+0100,0,24681
2016-01-08T05:00:00Z,2016-01-08T06:00:00+0100,0,25880
2016-01-08T06:00:00Z,2016-01-08T07:00:00+0100,0,26073
2016-01-08T07:00:00Z,2016-01-08T08:00:00+0100,339,26408
2016-01-08T08:00:00Z,2016-01-08T09:00:00+0100,2815,26070
2016-01-08T09:00:00Z,2016-01-08T10:00:00+0100,6243,25515
2016-01-08T10:00:00Z,2016-01-08T11:00:00+0100,8735,25106
2016-01-08T11:00:00Z,2016-01-08T12:00:00+0100,9117,23671
2016-01-08T12:00:00Z,2016-01-08T13:00:00+0100,7362,21323
2016-01-08T13:00:00Z,2016-01-08T14:00:00+0100,4492,18643
2016-01-08T14:00:00Z,2016-01-08T15:00:00+0100,1751,16149
2016-01-08T15:00:00Z,2016-01-08T16:00:00+0100,118,15412
2016-01-08T16:00:00Z,2016-01-08T17:00:00+0100,0,14731
2016-01-08T17:00:00Z,2016-01-08T18:00:00+0100,0,13577
2016-01-08T18:00:00Z,2016-01-08T19:00:00+0100,0,12776
2016-01-08T19:00:00Z,2016-01-08T20:00:00+0100,0,11887
2016-01-08T20:00:00Z,2016-01-08T21:00:00+0100,0,11230
2016-01-08T21:00:00Z,2016-01-08T22:00:00+0100,0,10311
2016-01-08T22:00:00Z,2016-01-08T23:00:00+0100,0,9782
2016-01-08T23:00:00Z,2016-01-09T00:00:00+0100,0,8815
2016-01-09T00:00:00Z,2016-01-09T01:00:00+0100,0,8121
2016-01-09T01:00:00Z,2016-01-09T02:00:00+0100,0,7671
2016-01-09T02:00:00Z,2016-01-09T03:00:00+0100,0,7198
2016-01-09T03:00:00Z,2016-01-09T04:00:00+0100,0,7355
2016-01-09T04:00:00Z,2016-01-09T05:00:00+0100,0,7094
2016-01-09T05:00:00Z,2016-01-09T06:00:00+0100,0,7464
2016-01-09T06:00:00Z,2016-01-09T07:00:00+0100,0,7537
2016-01-09T07:00:00Z,2016-01-09T08:00:00+0100,196,7806
2016-01-09T08:00:00Z,2016-01-09T09:00:00+0100,1554,7991
2016-01-09T09:00:00Z,2016-01-09T10:00:00+0100,3446,7727
2016-01-09T10:00:00Z,2016-01-09T11:00:00+0100,5002,6464
2016-01-09T11:00:00Z,2016-01-09T12:00:00+0100,5171,5640
2016-01-09T12:00:00Z,2016-01-09T13:00:00+0100,4452,5293
2016-01-09T13:00:00Z,2016-01-09T14:00:00+0100,2900,5173
2016-01-09T14:00:00Z,2016-01-09T15:00:00+0100,1078,6124
2016-01-09T15:00:00Z,2016-01-09T16:00:00+0100,91,7979
2016-01-09T16:00:00Z,2016-01-09T17:00:00+0100,0,9648
2016-01-09T17:00:00Z,2016-01-09T18:00:00+0100,0,10719
2016-01-09T18:00:00Z,2016-01-09T19:00:00+0100,0,11450
2016-01-09T19:00:00Z,2016-01-09T20:00:00+0100,0,11629
2016-01-09T20:00:00Z,2016-01-09T21:00:00+0100,0,11666
2016-01-09T21:00:00Z,2016-01-09T22:00:00+0100,0,12193
2016-01-09T22:00:00Z,2016-01-09T23:00:00+0100,0,12602
2016-01-09T23:00:00Z,2016-01-10T00:00:00+0100,0,13085
2016-01-10T00:00:00Z,2016-01-10T01:00:00+0100,0,13590
2016-01-10T01:00:00Z,2016-01-10T02:00:00+0100,0,14377
2016-01-10T02:00:00Z,2016-01-10T03:00:00+0100,0,15121
2016-01-10T03:00:00Z,2016-01-10T04:00:00+0100,0,15189
2016-01-10T04:00:00Z,2016-01-10T05:00:00+0100,0,15749
2016-01-10T05:00:00Z,2016-01-10T06:00:00+0100,0,16646
2016-01-10T06:00:00Z,2016-01-10T07:00:00+0100,0,17234
2016-01-10T07:00:00Z,2016-01-10T08:00:00+0100,177,17174
2016-01-10T08:00:00Z,2016-01-10T09:00:00+0100,1196,16838
2016-01-10T09:00:00Z,2016-01-10T10:00:00+0100,2310,16607
2016-01-10T10:00:00Z,2016-01-10T11:00:00+0100,3154,16255
2016-01-10T11:00:00Z,2016-01-10T12:00:00+0100,3805,15297
2016-01-10T12:00:00Z,2016-01-10T13:00:00+0100,3940,14348
2016-01-10T13:00:00Z,2016-01-10T14:00:00+0100,3009,13428
2016-01-10T14:00:00Z,2016-01-10T15:00:00+0100,1226,12548
2016-01-10T15:00:00Z,2016-01-10T16:00:00+0100,81,12871
2016-01-10T16:00:00Z,2016-01-10T17:00:00+0100,0,13438
2016-01-10T17:00:00Z,2016-01-10T18:00:00+0100,0,13767
2016-01-10T18:00:00Z,2016-01-10T19:00:00+0100,0,14325
2016-01-10T19:00:00Z,2016-01-10T20:00:00+0100,0,13727
2016-01-10T20:00:00Z,2016-01-10T21:00:00+0100,0,12371
2016-01-10T21:00:00Z,2016-01-10T22:00:00+0100,0,11575
2016-01-10T22:00:00Z,2016-01-10T23:00:00+0100,0,11273
2016-01-10T23:00:00Z,2016-01-11T00:00:00+0100,0,10728
2016-01-11T00:00:00Z,2016-01-11T01:00:00+0100,0,10013
2016-01-11T01:00:00Z,2016-01-11T02:00:00+0100,0,9387
2016-01-11T02:00:00Z,2016-01-11T03:00:00+0100,0,8029
2016-01-11T03:00:00Z,2016-01-11T04:00:00+0100,0,7316
2016-01-11T04:00:00Z,2016-01-11T05:00:00+0100,0,6474
2016-01-11T05:00:00Z,2016-01-11T06:00:00+0100,0,6188
2016-01-11T06:00:00Z,2016-01-11T07:00:00+0100,0,6382
2016-01-11T07:00:00Z,2016-01-11T08:00:00+0100,90,6817
2016-01-11T08:00:00Z,2016-01-11T09:00:00+0100,544,7205
2016-01-11T09:00:00Z,2016-01-11T10:00:00+0100,1343,7137
2016-01-11T10:00:00Z,2016-01-11T11:00:00+0100,1989,6793
2016-01-11T11:00:00Z,2016-01-11T12:00:00+0100,2238,6240
2016-01-11T12:00:00Z,2016-01-11T13:00:00+0100,1994,6039
2016-01-11T13:00:00Z,2016-01-11T14:00:00+0100,1296,6398
2016-01-11T14:00:00Z,2016-01-11T15:00:00+0100,595,7477
2016-01-11T15:00:00Z,2016-01-11T16:00:00+0100,88,8467
2016-01-11T16:00:00Z,2016-01-11T17:00:00+0100,1,9729
2016-01-11T17:00:00Z,2016-01-11T18:00:00+0100,0,10480
2016-01-11T18:00:00Z,2016-01-11T19:00:00+0100,0,10725
2016-01-11T19:00:00Z,2016-01-11T20:00:00+0100,0,10824
2016-01-11T20:00:00Z,2016-01-11T21:00:00+0100,0,10748
2016-01-11T21:00:00Z,2016-01-11T22:00:00+0100,0,10604
2016-01-11T22:00:00Z,2016-01-11T23:00:00+0100,0,10300
2016-01-11T23:00:00Z,2016-01-12T00:00:00+0100,0,10106
2016-01-12T00:00:00Z,2016-01-12T01:00:00+0100,0,9850
2016-01-12T01:00:00Z,2016-01-12T02:00:00+0100,0,9681
2016-01-12T02:00:00Z,2016-01-12T03:00:00+0100,0,9863
2016-01-12T03:00:00Z,2016-01-12T04:00:00+0100,0,10305
2016-01-12T04:00:00Z,2016-01-12T05:00:00+0100,0,10823
2016-01-12T05:00:00Z,2016-01-12T06:00:00+0100,0,11437
2016-01-12T06:00:00Z,2016-01-12T07:00:00+0100,1,11621
2016-01-12T07:00:00Z,2016-01-12T08:00:00+0100,131,11797
2016-01-12T08:00:00Z,2016-01-12T09:00:00+0100,791,12120
2016-01-12T09:00:00Z,2016-01-12T10:00:00+0100,1756,12747
2016-01-12T10:00:00Z,2016-01-12T11:00:00+0100,2538,12975
2016-01-12T11:00:00Z,2016-01-12T12:00:00+0100,3142,13248
2016-01-12T12:00:00Z,2016-01-12T13:00:00+0100,3137,13554
2016-01-12T13:00:00Z,2016-01-12T14:00:00+0100,2428,13435
2016-01-12T14:00:00Z,2016-01-12T15:00:00+0100,1092,12850
2016-01-12T15:00:00Z,2016-01-12T16:00:00+0100,116,13023
2016-01-12T16:00:00Z,2016-01-12T17:00:00+0100,2,13584
2016-01-12T17:00:00Z,2016-01-12T18:00:00+0100,0,13919
2016-01-12T18:00:00Z,2016-01-12T19:00:00+0100,0,14524
2016-01-12T19:00:00Z,2016-01-12T20:00:00+0100,0,15350
2016-01-12T20:00:00Z,2016-01-12T21:00:00+0100,0,15537
2016-01-12T21:00:00Z,2016-01-12T22:00:00+0100,0,15507
2016-01-12T22:00:00Z,2016-01-12T23:00:00+0100,0,15596
2016-01-12T23:00:00Z,2016-01-13T00:00:00+0100,0,15809
2016-01-13T00:00:00Z,2016-01-13T01:00:00+0100,0,16090
2016-01-13T01:00:00Z,2016-01-13T02:00:00+0100,0,16516
2016-01-13T02:00:00Z,2016-01-13T03:00:00+0100,0,17243
2016-01-13T03:00:00Z,2016-01-13T04:00:00+0100,0,17520
2016-01-13T04:00:00Z,2016-01-13T05:00:00+0100,0,18229
2016-01-13T05:00:00Z,2016-01-13T06:00:00+0100,0,19195
2016-01-13T06:00:00Z,2016-01-13T07:00:00+0100,0,19309
2016-01-13T07:00:00Z,2016-01-13T08:00:00+0100,119,18275
2016-01-13T08:00:00Z,2016-01-13T09:00:00+0100,642,17223
2016-01-13T09:00:00Z,2016-01-13T10:00:00+0100,1551,16594
2016-01-13T10:00:00Z,2016-01-13T11:00:00+0100,2258,15837
2016-01-13T11:00:00Z,2016-01-13T12:00:00+0100,2579,15398
2016-01-13T12:00:00Z,2016-01-13T13:00:00+0100,2376,14673
2016-01-13T13:00:00Z,2016-01-13T14:00:00+0100,1778,13976
2016-01-13T14:00:00Z,2016-01-13T15:00:00+0100,773,13337
2016-01-13T15:00:00Z,2016-01-13T16:00:00+0100,85,13011
2016-01-13T16:00:00Z,2016-01-13T17:00:00+0100,2,12136
2016-01-13T17:00:00Z,2016-01-13T18:00:00+0100,0,10898
2016-01-13T18:00:00Z,2016-01-13T19:00:00+0100,0,9909
2016-01-13T19:00:00Z,2016-01-13T20:00:00+0100,0,9212
2016-01-13T20:00:00Z,2016-01-13T21:00:00+0100,0,8514
2016-01-13T21:00:00Z,2016-01-13T22:00:00+0100,0,8676
2016-01-13T22:00:00Z,2016-01-13T23:00:00+0100,0,9194
2016-01-13T23:00:00Z,2016-01-14T00:00:00+0100,0,9833
2016-01-14T00:00:00Z,2016-01-14T01:00:00+0100,0,9532
2016-01-14T01:00:00Z,2016-01-14T02:00:00+0100,0,9152
2016-01-14T02:00:00Z,2016-01-14T03:00:00+0100,0,8989
2016-01-14T03:00:00Z,2016-01-14T04:00:00+0100,0,8285
2016-01-14T04:00:00Z,2016-01-14T05:00:00+0100,0,8371
2016-01-14T05:00:00Z,2016-01-14T06:00:00+0100,0,8999
2016-01-14T06:00:00Z,2016-01-14T07:00:00+0100,0,9734
2016-01-14T07:00:00Z,2016-01-14T08:00:00+0100,473,10273
2016-01-14T08:00:00Z,2016-01-14T09:00:00+0100,2983,10525
2016-01-14T09:00:00Z,2016-01-14T10:00:00+0100,6185,10369
2016-01-14T10:00:00Z,2016-01-14T11:00:00+0100,8842,10483
2016-01-14T11:00:00Z,2016-01-14T12:00:00+0100,9829,10506
2016-01-14T12:00:00Z,2016-01-14T13:00:00+0100,8555,10267
2016-01-14T13:00:00Z,2016-01-14T14:00:00+0100,5652,9868
2016-01-14T14:00:00Z,2016-01-14T15:00:00+0100,1911,9567
2016-01-14T15:00:00Z,2016-01-14T16:00:00+0100,119,9721
2016-01-14T16:00:00Z,2016-01-14T17:00:00+0100,1,10369
2016-01-14T17:00:00Z,2016-01-14T18:00:00+0100,0,11075
2016-01-14T18:00:00Z,2016-01-14T19:00:00+0100,0,10633
2016-01-14T19:00:00Z,2016-01-14T20:00:00+0100,0,10493
2016-01-14T20:00:00Z,2016-01-14T21:00:00+0100,0,10391
2016-01-14T21:00:00Z,2016-01-14T22:00:00+0100,0,9926
2016-01-14T22:00:00Z,2016-01-14T23:00:00+0100,0,9744
2016-01-14T23:00:00Z,2016-01-15T00:00:00+0100,0,9659
2016-01-15T00:00:00Z,2016-01-15T01:00:00+0100,0,9733
2016-01-15T01:00:00Z,2016-01-15T02:00:00+0100,0,9642
2016-01-15T02:00:00Z,2016-01-15T03:00:00+0100,0,9479
2016-01-15T03:00:00Z,2016-01-15T04:00:00+0100,0,9575
2016-01-15T04:00:00Z,2016-01-15T05:00:00+0100,0,9533
2016-01-15T05:00:00Z,2016-01-15T06:00:00+0100,0,9762
2016-01-15T06:00:00Z,2016-01-15T07:00:00+0100,0,9618
2016-01-15T07:00:00Z,2016-01-15T08:00:00+0100,131,9335
2016-01-15T08:00:00Z,2016-01-15T09:00:00+0100,668,8549
2016-01-15T09:00:00Z,2016-01-15T10:00:00+0100,1221,7845
2016-01-15T10:00:00Z,2016-01-15T11:00:00+0100,1678,6973
2016-01-15T11:00:00Z,2016-01-15T12:00:00+0100,1800,6298
2016-01-15T12:00:00Z,2016-01-15T13:00:00+0100,1637,5759
2016-01-15T13:00:00Z,2016-01-15T14:00:00+0100,1053,5160
2016-01-15T14:00:00Z,2016-01-15T15:00:00+0100,448,4644
2016-01-15T15:00:00Z,2016-01-15T16:00:00+0100,52,4236
2016-01-15T16:00:00Z,2016-01-15T17:00:00+0100,2,3936
2016-01-15T17:00:00Z,2016-01-15T18:00:00+0100,0,3819
2016-01-15T18:00:00Z,2016-01-15T19:00:00+0100,0,3528
2016-01-15T19:00:00Z,2016-01-15T20:00:00+0100,0,3075
2016-01-15T20:00:00Z,2016-01-15T21:00:00+0100,0,2934
2016-01-15T21:00:00Z,2016-01-15T22:00:00+0100,0,2625
2016-01-15T22:00:00Z,2016-01-15T23:00:00+0100,0,2326
2016-01-15T23:00:00Z,2016-01-16T00:00:00+0100,0,2187
2016-01-16T00:00:00Z,2016-01-16T01:00:00+0100,0,2093
2016-01-16T01:00:00Z,2016-01-16T02:00:00+0100,0,2006
2016-01-16T02:00:00Z,2016-01-16T03:00:00+0100,0,2180
2016-01-16T03:00:00Z,2016-01-16T04:00:00+0100,0,2436
2016-01-16T04:00:00Z,2016-01-16T05:00:00+0100,0,2601
2016-01-16T05:00:00Z,2016-01-16T06:00:00+0100,0,2767
2016-01-16T06:00:00Z,2016-01-16T07:00:00+0100,0,3258
2016-01-16T07:00:00Z,2016-01-16T08:00:00+0100,96,4115
2016-01-16T08:00:00Z,2016-01-16T09:00:00+0100,541,4726
2016-01-16T09:00:00Z,2016-01-16T10:00:00+0100,1107,5118
2016-01-16T10:00:00Z,2016-01-16T11:00:00+0100,1594,5931
2016-01-16T11:00:00Z,2016-01-16T12:00:00+0100,1785,6465
2016-01-16T12:00:00Z,2016-01-16T13:00:00+0100,1674,7099
2016-01-16T13:00:00Z,2016-01-16T14:00:00+0100,1263,7727
2016-01-16T14:00:00Z,2016-01-16T15:00:00+0100,617,7948
2016-01-16T15:00:00Z,2016-01-16T16:00:00+0100,95,7787
2016-01-16T16:00:00Z,2016-01-16T17:00:00+0100,1,7948
2016-01-16T17:00:00Z,2016-01-16T18:00:00+0100,0,8048
2016-01-16T18:00:00Z,2016-01-16T19:00:00+0100,0,8223
2016-01-16T19:00:00Z,2016-01-16T20:00:00+0100,0,8343
2016-01-16T20:00:00Z,2016-01-16T21:00:00+0100,0,8475
2016-01-16T21:00:00Z,2016-01-16T22:00:00+0100,0,8733
2016-01-16T22:00:00Z,2016-01-16T23:00:00+0100,0,8873
2016-01-16T23:00:00Z,2016-01-17T00:00:00+0100,0,8831
